LotID,Agency,Area,Development,LotType,OBJECTID,LU_DESC,LU_TEXT,LU_DT_DESC,GPR,GPR_NUM,WHI_Q_MX,GPR_B_MN,REGION_N,PLN_AREA_N,SUBZONE_NO,SUBZONE_N,CREATE_BY,CREATE_DT,LST_MDF_BY,LST_MDF_DT,SYSTEM_ID,SHAPE_Length,SHAPE_Area,n_lots,Latitude,Longitude,nearest_temperature_station,nearest_rainfall_station,nearest_windspeed_station,nearest_weatherforecast_station
A10,HDB,,BLK 201/202 ANG MO KIO STREET 22,C,96662.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,KOH SOK TIANG,1398769447000.0,Koh Sok Tiang,1571135711000.0,180718-105080,983.107508083959,22261.57850355837,50.0,1.368632982,103.844524,S115,S115,S115,Tuas
A100,HDB,,BLK 650 ANG MO KIO STREET 61,C,89869.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,3.5,3.5,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,KOH SOK TIANG,1294760559000.0,Koh Sok Tiang,1571135709000.0,180718-96915,292.34874739515567,5067.062768278764,56.0,1.377987473,103.8426025,S115,S115,S115,Tuas
A11,HDB,,BLK 223/226/226A-226D ANG MO KIO ST 22,C,108839.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,"CHAN SI XIAN, SERENE",1191314048000.0,Koh Sok Tiang,1571135713000.0,180718-56936,2807.7007588779966,128842.0052511994,255.66666666666663,1.367035534,103.8381811,S115,S115,S115,Pulau Tekong
A12,HDB,,BLK 229/230 ANG MO KIO ST 22,C,108768.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,Koh Sok Tiang,1537294987000.0,Koh Sok Tiang,1571135713000.0,180918-764027445716,1636.120563346202,51939.00662652995,164.0,1.368509827,103.8386753,S115,S115,S115,Pulau Tekong
A13,HDB,,BLK 232/233 ANG MO KIO ST 22,C,108768.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,Koh Sok Tiang,1537294987000.0,Koh Sok Tiang,1571135713000.0,180918-764027445716,1636.120563346202,51939.00662652995,141.66666666666666,1.368000222,103.8368096,S115,S115,S115,Pulau Tekong
A15,HDB,,BLK 226E-226H ANG MO KIO ST 22,C,108839.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,"CHAN SI XIAN, SERENE",1191314048000.0,Koh Sok Tiang,1571135713000.0,180718-56936,2807.7007588779966,128842.0052511994,59.0,1.36696761,103.8404175,S115,S115,S115,Tuas
A2,HDB,,BLK 206/207 ANG MO KIO STREET 22,C,108839.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,"CHAN SI XIAN, SERENE",1191314048000.0,Koh Sok Tiang,1571135713000.0,180718-56936,2807.7007588779966,128842.0052511994,188.0,1.366237056,103.8430464,S115,S115,S115,Tuas
A21,HDB,,BLK 325/326/301 ANG MO KIO STREET 31,C,108765.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,KOH SOK TIANG,1224180290000.0,Koh Sok Tiang,1571135713000.0,180718-93703,2412.8378462283654,144046.2307199621,473.6666666666667,1.368127559,103.8463132,S115,S115,S115,Tuas
A24,HDB,,BLK 338/340 ANG MO KIO ST 32,C,108764.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,ZAMRI BIN HASAN,1194321990000.0,Koh Sok Tiang,1571135602000.0,180718-68080,850.5992857560407,31294.151045143462,161.0,1.364753412,103.8493977,S115,S115,S115,Tuas
A25,HDB,,BLK 330/337 ANG MO KIO AVE 8,C,63463.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,3.5,3.5,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,ZAMRI BIN HASAN,1194321985000.0,Koh Sok Tiang,1571135708000.0,180718-68069,1124.3406572421422,62599.0866750359,419.0,1.362769307,103.8516275,S115,S115,S115,Tuas
A27,HDB,,BLK 108/109/110 ANG MO KIO ST 11,C,48263.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190887864000.0,Koh Sok Tiang,1571135679000.0,180718-52048,889.4731377338504,26357.186150935293,191.0,1.370363052,103.8383207,S115,S115,S115,Pulau Tekong
A28,HDB,,BLK 103/105/107 ANG MO KIO ST 11,C,52177.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888741000.0,Koh Sok Tiang,1571135707000.0,180718-56031,1598.1944162182504,50938.72914239771,61.0,1.371649928,103.8374643,S115,S115,S115,Pulau Tekong
A29,HDB,,BLK 347 ANG MO KIO AVENUE 3,C,108765.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,KOH SOK TIANG,1224180290000.0,Koh Sok Tiang,1571135713000.0,180718-93703,2412.8378462283654,144046.2307199621,369.0,1.367361242,103.8487183,S115,S115,S115,Tuas
A31,HDB,,BLK 119/128 ANG MO KIO ST 12,C,51364.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888551000.0,Koh Sok Tiang,1571135702000.0,180718-55205,1538.6463689285952,62905.56514068884,215.0,1.370451119,103.8436999,S115,S115,S115,Tuas
A35,HDB,,BLK 426/428/435 ANG MO KIO ST 43,C,108862.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,ZAMRI BIN HASAN,1194321984000.0,Koh Sok Tiang,1571135713000.0,180718-68064,1973.3150339992744,129184.05179836416,482.0,1.368646393,103.8540815,S115,S115,S115,Tuas
A36,HDB,,BLK 436/443/445 ANG MO KIO ST 43,C,108862.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,ZAMRI BIN HASAN,1194321984000.0,Koh Sok Tiang,1571135713000.0,180718-68064,1973.3150339992744,129184.05179836416,471.0,1.366407128,103.8552788,S115,S115,S115,Tuas
A37,HDB,,BLK 446/449/453 ANG MO KIO ST 43,C,103173.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,"CHAN SI XIAN, SERENE",1190888194000.0,Koh Sok Tiang,1571135601000.0,180718-112439,709.645330298147,32884.069250305,158.0,1.368113068,103.8555566,S115,S115,S115,Tuas
A38,HDB,,BLK 407/410/421 ANG MO KIO AVE 10,C,105064.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,Koh Sok Tiang,1537302859000.0,Koh Sok Tiang,1571135713000.0,180918-367758681521,3098.724739601107,127424.56812966452,647.6666666666666,1.363963706,103.8545884,S115,S115,S115,Tuas
A4,HDB,,BLK 217/220 ANG MO KIO AVENUE 1,C,108839.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,"CHAN SI XIAN, SERENE",1191314048000.0,Koh Sok Tiang,1571135713000.0,180718-56936,2807.7007588779966,128842.0052511994,264.0,1.365691621,103.8411922,S115,S115,S115,Tuas
A40,HDB,,BLK 471/476 ANG MO KIO ST 44,C,105022.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,ZAMRI BIN HASAN,1191552560000.0,Koh Sok Tiang,1571135713000.0,180718-59156,982.6939011277956,52249.82713430964,419.0,1.362356151,103.8569821,S115,S115,S115,Tuas
A41,HDB,,BLK 466/470 ANG MO KIO ST 44,C,92147.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,KOH SOK TIANG,1363358820000.0,Koh Sok Tiang,1571135709000.0,180718-99474,1163.9591618543636,69004.12820384819,238.0,1.364936935,103.8569326,S115,S115,S115,Tuas
A42,HDB,,BLK 461/465 ANG MO KIO ST 44,C,92147.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,KOH SOK TIANG,1363358820000.0,Koh Sok Tiang,1571135709000.0,180718-99474,1163.9591618543636,69004.12820384819,139.0,1.366580182,103.8573639,S115,S115,S115,Tuas
A43,HDB,,BLK 457/458/460 ANG MO KIO ST 44,C,105021.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,ZAMRI BIN HASAN,1191552560000.0,Koh Sok Tiang,1571135713000.0,180718-59158,1417.6876088430106,36917.81076925091,112.66666666666669,1.365996736,103.8592673,S115,S115,S115,Tuas
A44,HDB,,BLK 459/456 ANG MO KIO ST 44,C,105021.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,ZAMRI BIN HASAN,1191552560000.0,Koh Sok Tiang,1571135713000.0,180718-59158,1417.6876088430106,36917.81076925091,157.0,1.367205743,103.8589905,S115,S115,S115,Tuas
A45,HDB,,BLK 570/578 ANG MO KIO ST 51,C,63449.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,ZAMRI BIN HASAN,1194321980000.0,Koh Sok Tiang,1571135708000.0,180718-68051,1315.7273072756584,68549.70971216253,310.0,1.370917693,103.8552305,S115,S115,S115,Tuas
A47,HDB,,BLK 562/565/560 ANG MO KIO STREET 54,C,47515.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,"CHAN SI XIAN, SERENE",1190887694000.0,Koh Sok Tiang,1571135673000.0,180718-51289,1144.8640559559597,54116.05869635653,217.0,1.370558167,103.8592466,S115,S115,S115,Tuas
A48,HDB,,BLK 571/73 ANG MO KIO ST 51,C,63449.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,ZAMRI BIN HASAN,1194321980000.0,Koh Sok Tiang,1571135708000.0,180718-68051,1315.7273072756584,68549.70971216253,47.0,1.370371281,103.8546523,S115,S115,S115,Tuas
A49,HDB,,BLK 555/559 ANG MO KIO STREET 54,C,47416.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,"CHAN SI XIAN, SERENE",1190887671000.0,Koh Sok Tiang,1571135672000.0,180718-51189,1653.2385582927843,49233.082013883526,130.0,1.371329606,103.8577971,S115,S115,S115,Tuas
A51,HDB,,BLK 252/253A ANG MO KIO STREET 21,C,109507.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,ZAMRI BIN HASAN,1194346999000.0,Koh Sok Tiang,1571135713000.0,180718-68038,674.2819074860339,23448.641545771094,39.0,1.369470739,103.8343753,S115,S115,S115,Pulau Tekong
A52,HDB,,BLK 701/716 ANG MO KIO AVE 3/6,C,63470.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,1.0,ANG MO KIO TOWN CENTRE,ZAMRI BIN HASAN,1194321990000.0,Low Wai Tuck,1653932655000.0,300522-8840443349575,1800.1671605015233,108629.40199312696,147.0,1.370385433,103.8469225,S115,S115,S115,Tuas
A53,HDB,,BLK 712A ANG MO KIO AVE 3/6,C,63470.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,1.0,ANG MO KIO TOWN CENTRE,ZAMRI BIN HASAN,1194321990000.0,Low Wai Tuck,1653932655000.0,300522-8840443349575,1800.1671605015233,108629.40199312696,797.0,1.370865023,103.8468773,S115,S115,S115,Tuas
A54,HDB,,BLK 727/728 ANG MO KIO AVE 6,C,63470.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,1.0,ANG MO KIO TOWN CENTRE,ZAMRI BIN HASAN,1194321990000.0,Low Wai Tuck,1653932655000.0,300522-8840443349575,1800.1671605015233,108629.40199312696,695.0,1.372434359,103.8459154,S115,S115,S115,Tuas
A59,HDB,,BLK 547/551 ANG MO KIO ST 54,C,85827.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,BAY SOON,1222341424000.0,Low Wai Tuck,1601476584000.0,180718-92416,1435.969983249571,63201.74089684649,132.0,1.373896221,103.8581398,S115,S115,S115,Tuas
A60,HDB,,BLK 540/546 ANG MO KIO ST 54,C,85827.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,BAY SOON,1222341424000.0,Low Wai Tuck,1601476584000.0,180718-92416,1435.969983249571,63201.74089684649,500.0,1.374464495,103.8559134,S115,S115,S115,Tuas
A63,HDB,,BLK 501/513/508 ANG MO KIO ST 52/53,C,86956.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,KOH SOK TIANG,1224180290000.0,Low Wai Tuck,1601476324000.0,180718-93705,1645.5942263828929,102689.0047088842,547.0,1.375176821,103.8493957,S115,S115,S115,Tuas
A64,HDB,,BLK 584/586 ANG MO KIO ST 51,C,108864.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,ZAMRI BIN HASAN,1194321981000.0,Koh Sok Tiang,1571135713000.0,180718-68057,691.4208570698007,24392.789834622294,96.0,1.370506585,103.8534735,S115,S115,S115,Tuas
A65,HDB,,BLK 558/560 ANG MO KIO STREET 54,C,47515.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,2.0,CHENG SAN,"CHAN SI XIAN, SERENE",1190887694000.0,Koh Sok Tiang,1571135673000.0,180718-51289,1144.8640559559597,54116.05869635653,199.0,1.371029159,103.8594172,S115,S115,S115,Tuas
A66,HDB,,BLK 601/604/603 ANG MO KIO AVE 5,C,52239.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,"CHAN SI XIAN, SERENE",1190888764000.0,Koh Sok Tiang,1571135707000.0,180718-56095,3067.5388376163546,132677.7484458195,199.0,1.380544931,103.8356606,S115,S115,S115,Pulau Tekong
A67,HDB,,BLK 605/612 ANG MO KIO AVE 4/5,C,52239.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,"CHAN SI XIAN, SERENE",1190888764000.0,Koh Sok Tiang,1571135707000.0,180718-56095,3067.5388376163546,132677.7484458195,626.0,1.379686324,103.8378049,S115,S115,S115,Tuas
A7,HDB,,BLK 212/213 ANG MO KIO STREET 23,C,85930.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,KOH SOK TIANG,1222433575000.0,Koh Sok Tiang,1571135709000.0,180718-92529,1188.0760809772155,46002.09228534553,200.0,1.368392487,103.8413018,S115,S115,S115,Tuas
A71,HDB,,BLK 628/632 ANG MO KIO ST 61,C,48323.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,"CHAN SI XIAN, SERENE",1190887879000.0,Koh Sok Tiang,1571135601000.0,180718-52110,821.2697953513051,34669.45900803298,349.0,1.380009094,103.8407419,S115,S115,S115,Tuas
A72,HDB,,BLK 633/640 ANG MO KIO ST 61,C,111115.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,KOH SOK TIANG,1222772042000.0,Koh Sok Tiang,1571135714000.0,180718-92704,2166.6177480028214,76724.37812319459,277.0,1.380760963,103.8435303,S115,S115,S115,Tuas
A73,HDB,,BLK 641/645 ANG MO KIO ST 61,C,86960.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,KOH SOK TIANG,1224181019000.0,Koh Sok Tiang,1571135709000.0,180718-93709,1812.0864135313027,74177.08795901801,329.0,1.378848189,103.8408247,S115,S115,S115,Tuas
A74,HDB,,BLK 646/649 ANG MO KIO ST 61,C,86960.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,KOH SOK TIANG,1224181019000.0,Koh Sok Tiang,1571135709000.0,180718-93709,1812.0864135313027,74177.08795901801,162.0,1.37865168,103.8438047,S115,S115,S115,Tuas
A75,HDB,,BLK 177/182 ANG MO KIO AVE 4,C,49404.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888114000.0,Koh Sok Tiang,1571135687000.0,180718-53213,1897.8004386402165,106231.16812462812,354.0,1.376086591,103.8385877,S115,S115,S115,Tuas
A76,HDB,,BLK 613A ANG MO KIO AVENUE 4,C,52239.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,9.0,YIO CHU KANG WEST,"CHAN SI XIAN, SERENE",1190888764000.0,Koh Sok Tiang,1571135707000.0,180718-56095,3067.5388376163546,132677.7484458195,636.0,1.377977112,103.8388348,S115,S115,S115,Tuas
A77,HDB,,BLK 150/156 ANG MO KIO AVE 5,C,104352.0,RESIDENTIAL,,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,Koh Sok Tiang,1535366739000.0,Koh Sok Tiang,1571135712000.0,270818-022796366244,1300.2982406314109,44313.00595014959,199.0,1.376251001,103.8399554,S115,S115,S115,Tuas
A78,HDB,,BLK 157/163 ANG MO KIO AVE 4,C,49238.0,COMMERCIAL & RESIDENTIAL, ,COMMERCIAL & RESIDENTIAL - PUBLIC HOUSING,EVA,,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888081000.0,Koh Sok Tiang,1571135601000.0,180718-53044,1086.1819639500482,54726.74292562663,495.0,1.374648501,103.8383868,S115,S115,S115,Tuas
A8,HDB,,BLK 209/210 ANG MO KIO STREET 22,C,85930.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,KOH SOK TIANG,1222433575000.0,Koh Sok Tiang,1571135709000.0,180718-92529,1188.0760809772155,46002.09228534553,40.0,1.368756071,103.8433077,S115,S115,S115,Tuas
A81,HDB,,BLK 170/172 ANG MO KIO ST 13,C,49404.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888114000.0,Koh Sok Tiang,1571135687000.0,180718-53213,1897.8004386402165,106231.16812462812,107.0,1.374355553,103.8364788,S115,S115,S115,Pulau Tekong
A82,HDB,,BLK 173/176 ANG MO KIO AVE 4,C,49404.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888114000.0,Koh Sok Tiang,1571135687000.0,180718-53213,1897.8004386402165,106231.16812462812,197.0,1.375674922,103.8363987,S115,S115,S115,Pulau Tekong
A87,HDB,,BLK 462/463 ANG MO KIO ST 44,C,92147.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,KOH SOK TIANG,1363358820000.0,Koh Sok Tiang,1571135709000.0,180718-99474,1163.9591618543636,69004.12820384819,124.0,1.366826359,103.8578842,S115,S115,S115,Tuas
A88,HDB,,BLK 348 ANG MO KIO AVE 3,C,108765.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,KOH SOK TIANG,1224180290000.0,Koh Sok Tiang,1571135713000.0,180718-93703,2412.8378462283654,144046.2307199621,32.0,1.366280716,103.8472665,S115,S115,S115,Tuas
A9,HDB,,BLK 202/203 ANG MO KIO STREET 22,C,96662.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,KOH SOK TIANG,1398769447000.0,Koh Sok Tiang,1571135711000.0,180718-105080,983.107508083959,22261.57850355837,99.0,1.36807437,103.8443922,S115,S115,S115,Tuas
A94,HDB,,BLK 104C ANG MO KIO STREET 11,C,52177.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,6.0,KEBUN BAHRU,"CHAN SI XIAN, SERENE",1190888741000.0,Koh Sok Tiang,1571135707000.0,180718-56031,1598.1944162182504,50938.72914239771,234.0,1.371859827,103.838316,S115,S115,S115,Tuas
A98,HDB,,BLK 259 ANG MO KIO AVE 2,C,110648.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,ZAMRI BIN HASAN,1194347000000.0,Koh Sok Tiang,1571135713000.0,180718-68039,589.1679724623039,12594.300253745085,100.0,1.369164311,103.8318542,S115,S115,S115,Pulau Tekong
ACB,HDB,,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,C,26472.0,COMMERCIAL & RESIDENTIAL,,,4.2,4.2,,,CENTRAL REGION,ROCHOR,10.0,VICTORIA,HAN LEE MENG,1187948665000.0,"Hee Foong Ying, Josephine",1571128256000.0,180718-29334,296.462297976574,5377.120885556836,76.0,1.301063272,103.854118,S115,S115,S115,Pulau Tekong
ACM,HDB,,BLK 98A ALJUNIED CRESCENT,C,96798.0,RESIDENTIAL, ,Residential - Public Housing - Non-Landed,2.8,2.8000000000000003,,,CENTRAL REGION,GEYLANG,4.0,ALJUNIED,TAN LEE GEK,1399050903000.0,Ang Ah Lan,1571135201000.0,180718-105222,3980.783942389112,143871.8395824629,290.0,1.32100429,103.8850609,S115,S115,S115,Tuas
AH1,HDB,,BLK 101 JALAN DUSUN,C,82323.0,RESIDENTIAL,,,2.8,2.8000000000000003,,,CENTRAL REGION,NOVENA,1.0,BALESTIER,GOH LEE KIAW,1206700958000.0,Tan Khek Koon,1647431530000.0,160322-1259567014338,671.3943463935609,24942.772342236345,178.0,1.328283495,103.8446199,S115,S115,S115,Pulau Tekong
AM16,HDB,,BLK 256A ANG MO KIO STREET 21,C,86958.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,KOH SOK TIANG,1224181019000.0,Koh Sok Tiang,1571135709000.0,180718-93707,640.9489360879774,15393.883471452022,101.0,1.370349801,103.8357183,S115,S115,S115,Pulau Tekong
AM18,HDB,,BLK 308C ANG MO KIO AVE 1,C,108841.0,RESIDENTIAL, ,,3.0,3.0,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,ZAMRI BIN HASAN,1194321988000.0,Koh Sok Tiang,1571135713000.0,180718-68078,1219.1902560610267,40746.66927597271,319.0,1.365540013,103.8446194,S115,S115,S115,Tuas
AM19,HDB,,BLK 260 ANG MO KIO ST 21,C,109510.0,RESIDENTIAL,,,3.5,3.5,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,Koh Sok Tiang,1537269944000.0,Koh Sok Tiang,1571135713000.0,180918-150451553688,472.181866756345,11098.404972124725,270.0,1.368886198,103.834531,S115,S115,S115,Pulau Tekong
AM20,HDB,,BLK 309B ANG MO KIO ST 31,C,108843.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,ZAMRI BIN HASAN,1194321988000.0,Koh Sok Tiang,1571135713000.0,180718-68077,1803.5360631274737,75380.05377252992,547.0,1.364697733,103.8460886,S115,S115,S115,Tuas
AM22,HDB,,BLK 316B ANG MO KIO STREET 31,C,108843.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,4.0,TOWNSVILLE,ZAMRI BIN HASAN,1194321988000.0,Koh Sok Tiang,1571135713000.0,180718-68077,1803.5360631274737,75380.05377252992,452.3333333333333,1.364588291,103.847653,S115,S115,S115,Tuas
AM32,HDB,,BLK 255A ANG MO KIO ST 21,C,109507.0,RESIDENTIAL, ,,2.8,2.8000000000000003,,,NORTH-EAST REGION,ANG MO KIO,5.0,SHANGRI-LA,ZAMRI BIN HASAN,1194346999000.0,Koh Sok Tiang,1571135713000.0,180718-68038,674.2819074860339,23448.641545771094,69.0,1.370532524,103.8343768,S115,S115,S115,Pulau Tekong
AM43,HDB,,BLK 455 ANG MO KIO ST 44,C,104854.0,RESIDENTIAL, ,PUBLIC HOUSING - NON-LANDED,3.5,3.5,,,NORTH-EAST REGION,ANG MO KIO,3.0,CHONG BOON,ZAMRI BIN HASAN,1191552561000.0,Koh Sok Tiang,1571135713000.0,180718-59161,664.5405202621024,22445.11755202592,367.0,1.368584224,103.8573099,S115,S115,S115,Tuas
